7,"(935.212, 1087.592)","(1259.129, 926.135)",0,True,11
10,"(1560.698, 1011.562)","(907.423, 1081.803)",1,True,15
10,"(970.142, 1245.195)","(1448.85, 825.247)",2,True,7
15,"(1442.33, 1262.062)","(901.791, 1097.993)",3,True,7
24,"(1349.314, 1013.652)","(1074.739, 1334.803)",4,True,13
30,"(1074.739, 1334.803)","(1302.192, 836.317)",5,True,4
31,"(1224.873, 1166.635)","(1440.809, 1276.609)",6,True,5
33,"(1117.055, 1345.54)","(1404.534, 1012.322)",7,True,3
36,"(1006.99, 863.754)","(1363.511, 1015.551)",8,True,18
43,"(1306.724, 1007.954)","(949.107, 901.364)",9,True,14
55,"(1448.85, 825.247)","(1400.808, 1106.08)",10,True,20
66,"(1361.485, 861.713)","(1380.992, 1345.114)",3,True,9
67,"(949.107, 901.364)","(1260.952, 883.744)",11,True,16
69,"(1316.952, 835.069)","(1388.684, 1221.312)",12,True,20
70,"(1278.33, 1004.156)","(1428.647, 1392.983)",4,True,3
71,"(1477.108, 1175.013)","(1433.208, 1349.342)",13,True,10
72,"(947.949, 869.328)","(969.37, 1215.733)",1,True,12
76,"(1249.936, 1000.357)","(1517.249, 1160.54)",6,True,3
78,"(949.686, 917.381)","(935.212, 1087.592)",14,True,15
79,,,,False,
83,,,,False,
87,"(1404.534, 1012.322)","(1544.009, 1150.89)",0,True,0
90,"(1171.423, 998.434)","(1021.75, 862.36)",2,True,5
94,"(1030.573, 1321.653)","(1216.967, 1225.092)",0,True,17
98,"(942.318, 1157.817)","(1316.952, 835.069)",4,True,15
99,"(1319.345, 1186.448)","(1131.16, 1349.119)",5,True,6
102,"(1490.912, 1007.726)","(1171.423, 998.434)",6,True,2
103,"(1380.031, 1360.59)","(1050.722, 1119.112)",7,True,8
104,"(1463.453, 824.234)","(1127.568, 992.789)",9,True,8
106,,,,False,
108,,,,False,
111,,,,False,
111,,,,False,
117,,,,False,
118,,,,False,
120,"(1470.852, 1395.997)","(1633.864, 1230.079)",6,True,11
121,,,,False,
122,"(1036.51, 860.966)","(866.464, 1199.559)",3,True,12
125,"(1496.274, 1272.416)","(1006.99, 863.754)",2,True,8
126,"(1333.529, 1188.329)","(1391.052, 1165.091)",13,True,6
130,,,,False,
131,"(1108.772, 1134.953)","(1079.747, 1127.033)",8,True,11
134,,,,False,
135,,,,False,
136,,,,False,
138,,,,False,
141,"(1361.358, 846.519)","(971.686, 1304.119)",5,True,9
147,"(1570.769, 1141.241)","(1443.85, 1247.515)",10,True,7
148,,,,False,
149,,,,False,
152,"(1437.769, 1305.702)","(1583.718, 1086.581)",1,True,8
152,,,,False,
153,"(1607.911, 1159.731)","(1074.739, 1334.803)",11,True,7
153,,,,False,
155,"(1065.234, 1123.073)","(1361.612, 876.907)",7,True,12
155,,,,False,
156,,,,False,
156,,,,False,
156,,,,False,
158,"(1234.992, 1316.277)","(971.686, 1304.119)",9,True,12
161,"(1592.925, 1116.588)","(1071.844, 1304.987)",12,True,6
168,"(1385.8, 1267.738)","(949.686, 917.381)",13,True,6
171,"(916.364, 1282.247)","(1316.952, 835.069)",14,True,19
175,"(1633.864, 1230.079)","(890.529, 1130.373)",2,True,9
181,,,,False,
183,,,,False,
184,,,,False,
186,,,,False,
188,"(1394.954, 1392.021)","(1258.926, 854.622)",6,True,9
189,,,,False,
192,,,,False,
193,,,,False,
194,"(930.195, 1287.715)","(1050.722, 1119.112)",4,True,19
195,"(1390.266, 1195.855)","(1347.713, 1190.211)",10,True,4
195,,,,False,
199,"(1243.153, 841.455)","(1333.645, 1386.33)",0,True,7
199,"(1348.466, 1388.066)","(1513.804, 880.325)",3,True,9
207,"(1292.527, 1006.055)","(1463.453, 824.234)",1,True,2
208,"(1333.529, 1188.329)","(901.791, 1097.993)",5,True,6
208,"(1236.265, 1301.803)","(1506.03, 1007.27)",8,True,11
209,"(1633.864, 1230.079)","(1332.852, 878.86)",11,True,9
210,"(1274.36, 1379.382)","(1496.274, 1272.416)",12,True,11
211,"(1381.954, 1329.639)","(896.16, 1114.183)",13,True,7
212,,,,False,
212,,,,False,
215,,,,False,
215,,,,False,
215,,,,False,
218,,,,False,
218,,,,False,
218,,,,False,
223,,,,False,
225,"(1320.92, 1009.853)","(992.23, 865.147)",1,True,2
225,"(916.423, 1144.095)","(1068.949, 1275.171)",10,True,15
227,,,,False,
227,,,,False,
229,,,,False,
234,"(971.686, 1304.119)","(1290.976, 1182.684)",2,True,18
235,"(1213.632, 844.242)","(1131.16, 1349.119)",7,True,8
238,"(1470.062, 1259.966)","(1404.534, 1012.322)",9,True,7
239,"(1074.739, 1334.803)","(1363.511, 1015.551)",1,True,16
239,,,,False,
240,,,,False,
240,,,,False,
242,,,,False,
243,,,,False,
243,,,,False,
244,,,,False,
244,,,,False,
245,,,,False,
245,,,,False,
246,"(1390.266, 1195.855)","(1430.167, 1378.436)",5,True,4
247,"(861.651, 1213.396)","(1439.289, 1291.155)",0,True,16
247,"(1304.002, 1382.856)","(1244.718, 1375.908)",6,True,10
248,,,,False,
249,,,,False,
249,,,,False,
250,,,,False,
250,,,,False,
251,,,,False,
252,,,,False,
252,,,,False,
253,,,,False,
253,,,,False,
253,,,,False,
253,,,,False,
256,,,,False,
257,,,,False,
258,,,,False,
259,"(1388.684, 1221.312)","(888.703, 1271.312)",3,True,5
259,"(1228.546, 1271.119)","(1534.949, 938.442)",13,True,11
259,,,,False,
261,,,,False,
262,,,,False,
264,,,,False,
265,,,,False,
265,,,,False,
266,,,,False,
266,,,,False,
267,"(1001.13, 1312.886)","(1390.86, 1013.399)",11,True,17
270,,,,False,
270,,,,False,
271,,,,False,
272,,,,False,
275,,,,False,
277,"(1195.848, 1158.715)","(1391.052, 1165.091)",5,True,9
278,,,,False,
279,,,,False,
